plot.id,ing_sp,speciesClassName,n_tree_alive,ba_sum_alive,ba_sum_dead,ba_skew,n_measured_alive,lead_sp,forest,MaT,SDmT,MAXmT,MINmT,MaDR,aTR,ISO,DD0,DD5,DD10,TaP,SDmP,MAXmP,MINmP,TaPET,SDmPET,MAXmPET,MINmPET,TaR,SDmR,MAXmR,MINmR,MwaqT,McoqT,MweqT,MdrqT,MwaqP,McoqP,MweqP,MdrqP,MwaqR,McoqR,MweqR,MdrqR,MwaqPET,McoqPET,MweqPET,MdrqPET,ARi,ThHUi,ThARi,RedN,avgDepOxN,avgDepOxS,BDRICM_02_apr_2014,bio_10,bio_1,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,BLD_sd3_M_02_apr_2014,CEC,CLYPPT_sd3_M_02_apr_2014,CRFVOL_sd3_M_02_apr_2014,ORCDRC_sd3_M_02_apr_2014,PHIHOX_sd3_M_02_apr_2014,SLTPPT,SNDPPT_sd3_M_02_apr_2014,var10,var1,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var2,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var3,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var4,var41,var42
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,19,long-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
45991,20,short-lived broadleaves,1061,35262839.51,2477808.642,1.468140311,27,16,mixed,10.67166668,5.772636488,18.93,2.06,7.449166667,16.87,0.451280228,3915.2,3735.92,3024.11,811.93,36.59782673,144.05,20.77,679.327,38.67700308,115.993,10.992,3678.714,202.4360455,597.8069,57.6732,17.50333335,3.080000001,14.40333333,9.92666667,85.57333338,57.58666667,104.6266667,36.66,516.8761,98.54079995,351.2516334,377.2198,100.928,16.83433334,68.48899999,65.937,1.196501574,127.6,48.95235621,1469.162598,883.0359497,1739.791992,240,160,92,25,807,79,47,17,234,156,219,195,75,34,5340,213,-6,219,65,48,1321,17,9,7,75,54,23,68,2890,2822,2755,33817,17794,2751,2897,2779,2851,855,8325,807,75,79,47,17,234,156,219,195,67,77,49,34,78,807,542,684,79,11791,4122,43,25,13,5340,114,512
46546,6,Pinus sylvestris,2210,20976875,871111.1111,0.992074621,25,7,mixed,10.78666666,6.040652395,19.46,1.71,8.078333334,17.75,0.465421484,3958.71,3778.55,3087.2,738.06,31.02675884,123.03,18.62,728.706,41.64889068,125.974,11.469,3738.5438,202.8834952,608.7438,60.0947,17.94,2.856666667,14.54333334,8.456666667,74.77333333,57.81333334,88.93,37.92333334,524.3386,99.50156673,378.2572333,309.8751335,108.6503332,17.32366666,78.1049999,55.16666666,1.013731471,142.4,45.89883127,1893.855469,850.8271484,1795.914429,240,164,95,25,803,74,50,12,216,171,211,198,75,33,5463,216,-5,221,50,54,1291,13,9,11,40,53,22,68,2894,2825,2755,34671,18633,2750,2900,2776,2854,873,8325,803,75,74,50,12,216,171,211,198,65,74,51,33,73,803,552,705,78,11394,4251,40,27,12,5463,116,536
46546,6,Pinus sylvestris,2210,20976875,871111.1111,0.992074621,25,7,mixed,10.78666666,6.040652395,19.46,1.71,8.078333334,17.75,0.465421484,3958.71,3778.55,3087.2,738.06,31.02675884,123.03,18.62,728.706,41.64889068,125.974,11.469,3738.5438,202.8834952,608.7438,60.0947,17.94,2.856666667,14.54333334,8.456666667,74.77333333,57.81333334,88.93,37.92333334,524.3386,99.50156673,378.2572333,309.8751335,108.6503332,17.32366666,78.1049999,55.16666666,1.013731471,142.4,45.89883127,1893.855469,850.8271484,1795.914429,240,164,95,25,803,74,50,12,216,171,211,198,75,33,5463,216,-5,221,50,54,1291,13,9,11,40,53,22,68,2894,2825,2755,34671,18633,2750,2900,2776,2854,873,8325,803,75,74,50,12,216,171,211,198,65,74,51,33,73,803,552,705,78,11394,4251,40,27,12,5463,116,536
46546,6,Pinus sylvestris,2210,20976875,871111.1111,0.992074621,25,7,mixed,10.78666666,6.040652395,19.46,1.71,8.078333334,17.75,0.465421484,3958.71,3778.55,3087.2,738.06,31.02675884,123.03,18.62,728.706,41.64889068,125.974,11.469,3738.5438,202.8834952,608.7438,60.0947,17.94,2.856666667,14.54333334,8.456666667,74.77333333,57.81333334,88.93,37.92333334,524.3386,99.50156673,378.2572333,309.8751335,108.6503332,17.32366666,78.1049999,55.16666666,1.013731471,142.4,45.89883127,1893.855469,850.8271484,1795.914429,240,164,95,25,803,74,50,12,216,171,211,198,75,33,5463,216,-5,221,50,54,1291,13,9,11,40,53,22,68,2894,2825,2755,34671,18633,2750,2900,2776,2854,873,8325,803,75,74,50,12,216,171,211,198,65,74,51,33,73,803,552,705,78,11394,4251,40,27,12,5463,116,536
46546,6,Pinus sylvestris,2210,20976875,871111.1111,0.992074621,25,7,mixed,10.78666666,6.040652395,19.46,1.71,8.078333334,17.75,0.465421484,3958.71,3778.55,3087.2,738.06,31.02675884,123.03,18.62,728.706,41.64889068,125.974,11.469,3738.5438,202.8834952,608.7438,60.0947,17.94,2.856666667,14.54333334,8.456666667,74.77333333,57.81333334,88.93,37.92333334,524.3386,99.50156673,378.2572333,309.8751335,108.6503332,17.32366666,78.1049999,55.16666666,1.013731471,142.4,45.89883127,1893.855469,850.8271484,1795.914429,240,164,95,25,803,74,50,12,216,171,211,198,75,33,5463,216,-5,221,50,54,1291,13,9,11,40,53,22,68,2894,2825,2755,34671,18633,2750,2900,2776,2854,873,8325,803,75,74,50,12,216,171,211,198,65,74,51,33,73,803,552,705,78,11394,4251,40,27,12,5463,116,536
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
46990,20,short-lived broadleaves,445,17873175,4504350,2.37788951,14,15,mixed,10.65347221,5.792540481,18.975,2.133333333,6.81736111,16.84166667,0.412148044,3908.366667,3694.483333,2939.258333,796.325,36.56109069,141.575,20.61666667,696.97,39.27440038,117.1683333,11.05416667,3756.736833,206.5223324,608.2121667,56.44325,17.62222223,3.055555555,13.73055557,10.63888888,81.51388887,55.15555553,104.1222223,34.71111112,523.9740278,106.4283056,347.0280835,404.4480278,102.3122223,17.28055556,68.56944443,71.03555559,1.147123902,148.5833333,49.88215476,1052.071411,697.1531982,1261.888672,240,160,92,27,792,79,45,18,233,150,213,190,70,32,5313,210,-4,214,103,46,1310,17,21,4,26,64,32,48,2890,2822,2757,33733,17615,2752,2896,2779,2852,854,8327,792,70,79,45,18,233,150,213,190,62,77,47,32,75,792,528,656,80,12107,3988,45,24,13,5313,114,495
49158,16,Quercus robur&petraea,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
49158,20,short-lived broadleaves,605,38576487.6,8434090.909,1.887990534,23,2,mixed,10.81018517,6.059066275,19.43333333,1.588888888,8.073148148,17.84444444,0.463716178,3968.522222,3803.911111,3076.755556,736.2888889,31.55017337,124.6,17.27777778,730.0388889,42.0148873,128.0288889,11.63333333,3744.255111,204.1125753,615.1131111,60.71388889,17.97037037,2.8,14.20740741,8.307407407,73.63703703,57.71481482,88.86296297,37.70740741,526.2627037,101.6690371,371.592,297.1582964,109.0537036,17.35592592,76.3574073,53.14814814,1.009476144,143.7777778,47.29107944,1893.855469,850.8271484,1795.914429,240,163,94,25,786,75,47,13,211,166,205,193,74,33,5465,214,-5,219,35,53,1319,15,12,6,38,59,28,60,2893,2824,2755,34468,18484,2750,2899,2776,2854,870,8325,786,74,75,47,13,211,166,205,193,62,73,48,33,75,786,547,701,78,11223,4213,40,28,12,5465,116,524
